!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
26.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
26.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
27.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
28.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
29.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
